chrom,gene_chr_start,gene_chr_end,gene_name,gene_standard_name
4,301413,302234,YDL086W,YDL086W
4,302464,302670,YDL085C-A,YDL085C-A
4,303211,304848,YDL085W,NDE2
4,305237,306577,YDL084W,SUB2
4,306926,307789,YDL083C,RPS16B
4,308424,309388,YDL082W,RPL13A
4,309802,310122,YDL081C,RPP1A
4,310642,312471,YDL080C,THI3
4,312951,314748,YDL079C,MRK1
4,316971,320120,YDL077C,VAM6
4,320668,321552,YDL076C,RXT3
4,324047,326149,YDL074C,BRE1
4,326613,329567,YDL073W,AHK1
4,329836,330447,YDL072C,YET3
4,334217,334396,YDL067C,COX9
4,336249,337277,YDL065C,PEX19
4,338272,340134,YDL063C,SYO1
4,341619,343985,YDL060W,TSR1
4,345665,351037,YDL058W,USO1
4,352877,355378,YDL056W,MBP1
4,355674,356759,YDL055C,PSA1
4,359825,361285,YDL054C,MCH1
4,361699,362256,YDL053C,PBP4
4,362672,363583,YDL052C,SLC1
4,363952,364779,YDL051W,LHP1
4,364446,364817,YDL050C,LHP1
4,366739,368211,YDL048C,STP4
4,369771,370706,YDL047W,SIT4
4,371240,371761,YDL046W,NPC2
4,372248,372535,YDL045W-A,MRP10
4,372688,373608,YDL045C,FAD1
4,373967,375289,YDL044C,MTF2
4,378874,381438,YDL040C,NAT1
4,381985,384081,YDL039C,PRM7
4,384601,385587,YDL037C,BSC1
4,387513,388901,YDL036C,PUS9
4,389172,392057,YDL035C,GPR1
4,391783,392127,YDL034W,SLM3
4,394217,397204,YDL031W,DBP10
4,397537,399129,YDL030W,PRP9
4,399340,400638,YDL029W,ARP2
4,400997,403291,YDL028C,MPS1
4,403695,404957,YDL027C,MRX9
4,405344,407206,YDL025C,RTK1
4,408451,409857,YDL024C,DIA3
4,411825,413000,YDL022W,GPD1
4,413953,414888,YDL021W,GPM2
4,415113,416708,YDL020C,RPN4
4,417663,421514,YDL019C,OSH2
4,424209,425732,YDL017W,CDC7
4,425570,425872,YDL016C,TSC13
4,426002,426934,YDL015C,TSC13
4,427364,428347,YDL014W,NOP1
4,429067,430926,YDL013W,SLX5
4,431108,431517,YDL012C,YDL012C
4,432308,432631,YDL011C,GRX6
4,432925,433248,YDL009C,YDL009C
4,433497,433994,YDL008W,APC11
4,436567,436824,YDL007C-A,YDL007C-A
4,438047,439360,YDL007W,RPT2
4,439909,440754,YDL006W,PTC1
4,441014,442309,YDL005C,MED2
4,443029,443511,YDL004W,ATP16
4,444683,446383,YDL003W,MCD1
4,446967,447578,YDL002C,NHP10
4,447984,449276,YDL001W,RMD1
4,450220,452475,YDR001C,NTH1
4,453045,453650,YDR002W,YRB1
4,454122,454754,YDR003W,RCR2
4,454782,454904,YDR003W-A,YDR003W-A
4,455201,456583,YDR004W,RAD57
4,456836,458103,YDR005C,MAF1
4,458542,461247,YDR006C,SOK1
4,461842,462516,YDR007W,TRP1
4,462252,462602,YDR008C,TRP1
4,463434,464996,YDR009W,GAL3
4,465051,465383,YDR010C,YDR010C
4,465919,470424,YDR011W,SNQ2
4,474046,475989,YDR014W,RAD61
4,477797,478285,YDR014W-A,HED1
4,479115,482267,YDR017C,KCS1
4,482670,483860,YDR018C,MLG1
4,484163,485365,YDR019C,GCV1
4,485746,486444,YDR020C,DAS2
4,486804,488003,YDR021W,FAL1
4,491515,492324,YDR025W,RPS11A
4,492556,494268,YDR026C,NSI1
4,494649,497318,YDR027C,VPS54
4,497835,500879,YDR028C,REG1
4,501753,503273,YDR030C,RAD28
4,504099,504695,YDR032C,PST2
4,508147,509109,YDR033W,MRH1
4,509737,512109,YDR034C,LYS14
4,520516,520692,YDR034C-A,YDR034C-A
4,521314,521469,YDR034W-B,CPP3
4,521816,522928,YDR035W,ARO3
4,523211,524713,YDR036C,EHD3
4,525440,527215,YDR037W,KRS1
4,527422,530697,YDR038C,ENA5
4,535192,538467,YDR040C,ENA1
4,539803,540414,YDR041W,RSM10
4,540601,541203,YDR042C,YDR042C
4,542674,543369,YDR043C,NRG1
4,546642,547628,YDR044W,HEM13
4,548762,550576,YDR046C,BAP3
4,551860,552948,YDR047W,HEM12
4,553254,555152,YDR049W,VMS1
4,555726,556472,YDR050C,TPI1
4,557056,558060,YDR051C,DET1
4,558511,560625,YDR052C,DBF4
4,561440,562327,YDR054C,CDC34
4,563527,564861,YDR055W,PST1
4,565023,565640,YDR056C,EMC10
4,565927,567555,YDR057W,YOS9
4,567723,568703,YDR058C,TGL2
4,569234,569770,YDR059C,UBC5
4,570649,573726,YDR060W,MAK21
4,574164,575783,YDR061W,YDR061W
4,576474,578159,YDR062W,LCB2
4,578663,579112,YDR063W,AIM7
4,579458,580452,YDR064W,RPS13
4,580687,581784,YDR065W,RRG1
4,581908,582498,YDR066C,RTR2
4,582791,583465,YDR067C,OCA6
4,583713,584645,YDR068W,DOS2
4,584939,587719,YDR069C,DOA4
4,588098,588379,YDR070C,FMP16
4,588827,589402,YDR071C,PAA1
4,589761,591344,YDR072C,IPT1
4,592439,592948,YDR073W,SNF11
4,593893,596583,YDR074W,TPS2
4,597156,598082,YDR075W,PPH3
4,598468,599688,YDR076W,RAD55
4,600793,601809,YDR077W,SED1
4,602198,602869,YDR078C,SHU2
4,603064,603399,YDR079W,PET100
4,603593,603811,YDR079C-A,TFB5
4,604008,606986,YDR080W,VPS41
4,607304,610081,YDR081C,PDC2
4,610441,611925,YDR082W,STN1
4,612073,613251,YDR083W,RRP8
4,613405,614004,YDR084C,TVP23
4,614288,616150,YDR085C,AFR1
4,616928,617170,YDR086C,SSS1
4,617470,618306,YDR087C,RRP1
4,618497,619645,YDR088C,SLU7
4,622112,624721,YDR089W,VTC5
4,625066,625998,YDR090C,ILT1
4,626708,628534,YDR091C,RLI1
4,629876,630605,YDR092W,UBC13
4,637139,639823,YDR096W,GIS1
4,640109,643837,YDR097C,MSH6
4,644178,644930,YDR098C,GRX3
4,652781,654428,YDR099W,BMH2
4,655013,655444,YDR100W,TVP15
4,655686,657467,YDR101C,ARX1
4,661173,664910,YDR104C,SPO71
4,671269,673365,YDR108W,TRS85
4,673520,675667,YDR109C,YDR109C
4,678241,679764,YDR111C,ALT2
4,680496,681617,YDR113C,PDS1
4,683946,685643,YDR117C,TMA64
4,685882,687840,YDR118W,APC4
4,688227,690533,YDR119W,VBA4
4,691549,693261,YDR120C,TRM1
4,693585,694175,YDR121W,DPB4
4,694700,697894,YDR122W,KIN1
4,700315,701289,YDR124W,YDR124W
4,703234,704244,YDR126W,SWF1
4,704484,709250,YDR127W,ARO1
4,709549,712995,YDR128W,MTC5
4,713340,715379,YDR129C,SAC6
4,716790,718460,YDR131C,YDR131C
4,718816,720303,YDR132C,MRX16
4,720962,721297,YDR133C,CCW22
4,723004,727551,YDR135C,YCF1
4,727711,728283,YDR136C,RGP1
4,728259,730250,YDR137W,RGP1
4,730578,732836,YDR138W,HPR1
4,733618,733924,YDR139C,RUB1
4,734138,734803,YDR140W,MTQ2
4,734901,739997,YDR141C,DOP1
4,740473,741600,YDR142C,PEX7
4,742042,743874,YDR143C,SAN1
4,744311,746101,YDR144C,MKC7
4,746738,748357,YDR145W,TAF12
4,748613,750742,YDR146C,SWI5
4,751631,753235,YDR147W,EKI1
4,753675,755066,YDR148C,KGD2
4,755555,756262,YDR149C,KGD2
4,755628,763874,YDR150W,NUM1
4,765706,766503,YDR152W,GIR2
4,766736,767971,YDR153C,ENT5
4,769525,769938,YDR156W,RPA14
4,769931,770332,YDR157W,YDR157W
4,770357,771454,YDR158W,HOM2
4,771877,775782,YDR159W,SAC3
4,776163,778721,YDR160W,SSY1
4,780390,781100,YDR162C,NBP2
4,781423,781950,YDR163W,CWC15
4,782041,784215,YDR164C,SEC1
4,784871,786205,YDR165W,TRM82
4,794574,794723,YDR169C-A,YDR169C-A
4,796193,802222,YDR170C,SEC7
4,806621,807748,YDR171W,HSP42
4,808324,810381,YDR172W,SUP35
4,810565,811632,YDR173C,ARG82
4,812110,812850,YDR174W,HMO1
4,813193,814152,YDR175C,RSM24
4,814452,816560,YDR176W,NGG1
4,816878,817525,YDR177W,UBC1
4,817950,818495,YDR178W,SDH4
4,818708,819196,YDR179C,CSN9
4,819433,820824,YDR179W-A,NVJ3
4,821295,825776,YDR180W,SCC2
4,825910,827355,YDR181C,SAS4
4,827582,829057,YDR182W,CDC1
4,829151,829354,YDR182W-A,YDR182W-A
4,829585,830277,YDR183W,PLP1
4,830397,830654,YDR183C-A,ATC1
4,830629,831513,YDR184C,ATC1
4,831934,832473,YDR185C,UPS3
4,832859,835492,YDR186C,SND1
4,836228,836746,YDR187C,CCT6
4,838392,840392,YDR189W,SLY1
4,842337,843449,YDR191W,HST4
4,843569,844861,YDR192C,NUP42
4,844554,844952,YDR193W,NUP42
4,845952,847946,YDR194C,MSS116
4,848071,848223,YDR194W-A,YDR194W-A
4,848599,850200,YDR195W,REF2
4,850274,850999,YDR196C,CAB5
4,851228,852397,YDR197W,CBS2
4,854279,856093,YDR200C,VPS64
4,856317,856814,YDR201W,SPC19
4,856898,857953,YDR202C,RAV2
4,858137,859144,YDR204W,COQ4
4,859346,861520,YDR205W,MSC2
4,862054,864708,YDR206W,EBS1
4,865012,867522,YDR207C,UME6
4,868224,870563,YDR208W,MSS4
4,871036,871449,YDR209C,YDR209C
4,884727,886865,YDR211W,GCD6
4,887232,888911,YDR212W,TCP1
4,889751,892492,YDR213W,UPC2
4,892875,893927,YDR214W,AHA1
4,894089,894502,YDR215C,YDR215C
4,895035,899006,YDR216W,ADR1
4,899551,903480,YDR217C,RAD9
4,905455,906852,YDR219C,MFB1
4,907330,909438,YDR221W,GTB1
4,910054,911301,YDR222W,YDR222W
4,912099,913502,YDR223W,CRF1
4,921926,923806,YDR228C,PCF11
4,926223,926570,YDR230W,COX20
4,926293,926910,YDR231C,COX20
4,927452,929098,YDR232W,HEM1
4,929470,930357,YDR233C,RTN1
4,931129,933210,YDR234W,LYS4
4,933504,935138,YDR235W,PRP42
4,935236,935892,YDR236C,FMN1
4,936615,937493,YDR237W,MRPL7
4,937895,940816,YDR238C,SEC26
4,941057,943420,YDR239C,YDR239C
4,943674,945152,YDR240C,SNU56
4,946807,948456,YDR242W,AMD2
4,948518,950284,YDR243C,PRP28
4,950563,952401,YDR244W,PEX5
4,955133,955333,YDR246W-A,YDR246W-A
4,956013,957398,YDR247W,VHS1
4,958681,959802,YDR249C,YDR249C
4,960614,963106,YDR251W,PAM1
4,963412,963861,YDR252W,BTT1
4,963990,964565,YDR253C,MET32
4,965113,966489,YDR254W,CHL4
4,968133,969680,YDR256C,CTA1
4,971808,974243,YDR258C,HSP78
4,974631,975782,YDR259C,YAP6
4,976717,977229,YDR260C,SWM1
4,977521,979209,YDR261C,EXG2
4,993134,993952,YDR262W,YDR262W
4,996029,998323,YDR264C,AKR1
4,998864,999877,YDR265W,PEX10
4,1004004,1005143,YDR268W,MSW1
4,1005675,1008689,YDR270W,CCC2
4,1008395,1008766,YDR271C,GLO2
4,1011589,1011960,YDR274C,YDR274C
4,1012252,1012959,YDR275W,TLD1
4,1013476,1013643,YDR276C,PMP3
4,1014401,1015702,YDR277C,MTH1
4,1017001,1017318,YDR278C,YNCD0021C
4,1019368,1020420,YDR279W,RNH202
4,1022007,1022321,YDR281C,PHM6
4,1025070,1030049,YDR283C,GCN2
4,1035995,1036873,YDR287W,INM2
4,1037195,1038106,YDR288W,NSE3
4,1038280,1039509,YDR289C,RTT103
4,1039728,1042961,YDR291W,HRQ1
4,1043146,1045011,YDR292C,SRP101
4,1045640,1049392,YDR293C,SSD1
4,1050459,1052228,YDR294C,DPL1
4,1052623,1054647,YDR295C,HDA2
4,1055212,1055892,YDR296W,MHR1
4,1056551,1057600,YDR297W,SUR2
4,1058176,1058814,YDR298C,ATP5
4,1059627,1061231,YDR299W,BFR2
4,1061505,1062791,YDR300C,PRO1
4,1063352,1067425,YDR301W,CFT1
4,1067731,1068390,YDR302W,GPI11
4,1071880,1072557,YDR304C,CPR5
4,1072746,1073488,YDR305C,HNT2
4,1075865,1077853,YDR307W,PMT7
4,1079048,1080199,YDR309C,GIC2
4,1090433,1092511,YDR314C,RAD34
4,1093763,1095178,YDR316W,OMS1
4,1102184,1103428,YDR317W,HIM1
4,1103758,1104947,YDR318W,MCM21
4,1105003,1105827,YDR319C,YFT2
4,1106095,1108101,YDR320C,SWA2
4,1108280,1108498,YDR320C-A,DAD4
4,1108484,1108621,YDR320W-B,DAD4
4,1108702,1109847,YDR321W,ASP1
4,1110589,1111692,YDR322W,MRPL35
4,1112480,1114027,YDR323C,PEP7
4,1114433,1116763,YDR324C,UTP4
4,1120609,1124925,YDR326C,YSP2
4,1126270,1127595,YDR329C,PEX3
4,1127872,1129374,YDR330W,UBX5
4,1129588,1130823,YDR331W,GPI8
4,1133260,1135431,YDR333C,RQC1
4,1135932,1140476,YDR334W,SWR1
4,1141168,1144842,YDR335W,MSN5
4,1147379,1149466,YDR338C,YDR338C
4,1149951,1150520,YDR339C,FCF1
4,1150881,1151183,YDR340W,YNCD0024C
4,1151803,1153626,YDR341C,YDR341C
4,1154216,1155928,YDR342C,HXT7
4,1159608,1161320,YDR343C,HXT6
4,1162006,1162449,YDR344C,YDR344C
4,1170326,1171825,YDR348C,PAL1
4,1172386,1174176,YDR349C,YPS7
4,1176120,1178174,YDR350C,ATP22
4,1178666,1181260,YDR351W,SBE2
4,1181801,1182754,YDR352W,YPQ2
4,1183299,1184258,YDR353W,TRR1
4,1184747,1185889,YDR354W,TRP4
4,1186107,1188941,YDR356W,SPC110
4,1189199,1189567,YDR357C,CNL1
4,1190059,1191732,YDR358W,GGA1
4,1196679,1198697,YDR362C,TFC6
4,1202128,1202397,YDR363W-A,SEM1
4,1212848,1213614,YDR367W,KEI1
4,1215016,1217580,YDR369C,XRS2
4,1219413,1220948,YDR371W,CTS2
4,1221112,1222149,YDR372C,VPS74
4,1223474,1224394,YDR374C,PHO92
4,1225166,1226536,YDR375C,BCS1
4,1226822,1228303,YDR376W,ARH1
4,1229349,1229609,YDR378C,LSM6
4,1234218,1236125,YDR380W,ARO10
4,1238312,1238850,YDR381C-A,COI1
4,1239492,1239824,YDR382W,RPP2B
4,1239960,1240676,YDR383C,NKP1
4,1241204,1242031,YDR384C,ATO3
4,1248154,1249821,YDR387C,CIN10
4,1250186,1251634,YDR388W,RVS167
4,1252537,1254501,YDR389W,SAC7
4,1254937,1256847,YDR390C,UBA2
4,1257358,1258056,YDR391C,YDR391C
4,1258696,1259709,YDR392W,SPT3
4,1259901,1261271,YDR393W,SHE9
4,1263324,1266158,YDR395W,SXM1
4,1266366,1266898,YDR397C,NCB2
4,1267471,1269402,YDR398W,UTP5
4,1270068,1270733,YDR399W,HPT1
4,1271063,1272085,YDR400W,URH1
4,1272223,1272786,YDR401W,DIT2
4,1272234,1273703,YDR402C,DIT2
4,1274602,1276212,YDR403W,DIT1
4,1276654,1277169,YDR404C,RPB7
4,1277646,1278437,YDR405W,MRP20
4,1279210,1283799,YDR406W,PDR15
4,1284069,1287938,YDR407C,TRS120
4,1289406,1292120,YDR409W,SIZ1
4,1292372,1293091,YDR410C,STE14
4,1295598,1296686,YDR414C,ERD1
4,1297037,1298161,YDR415C,YDR415C
4,1301616,1302113,YDR418W,RPL12B
4,1303174,1305072,YDR419W,RAD30
4,1306267,1311675,YDR420W,HKR1
4,1312040,1314892,YDR421W,ARO80
4,1315326,1317773,YDR422C,SIP1
4,1318046,1319275,YDR423C,CAD1
4,1320064,1321941,YDR425W,SNX41
4,1323454,1324239,YDR428C,BNA7
4,1331237,1332841,YDR434W,GPI17
4,1332983,1333969,YDR435C,PPM1
4,1334821,1336953,YDR436W,PPZ2
4,1337352,1337774,YDR437W,GPI19
4,1338274,1339386,YDR438W,THI74
4,1339676,1340719,YDR439W,LRS4
4,1342493,1344241,YDR440W,DOT1
4,1344517,1345062,YDR441C,APT2
4,1345647,1346039,YDR442W,APT2
4,1345676,1349938,YDR443C,SSN2
4,1350290,1352353,YDR444W,YDR444W
4,1352182,1352589,YDR445C,YNCD0029C
4,1353725,1354633,YDR446W,ECM11
4,1356065,1357369,YDR448W,ADA2
4,1357580,1358902,YDR449C,UTP6
4,1359923,1360798,YDR450W,RPS18A
4,1361120,1362181,YDR451C,YHP1
4,1362878,1364902,YDR452W,PPN1
4,1365072,1365662,YDR453C,TSA2
4,1366264,1366827,YDR454C,GUK1
4,1367373,1367681,YDR455C,NHX1
4,1367485,1369386,YDR456W,NHX1
4,1369790,1379596,YDR457W,TOM1
4,1380055,1382046,YDR458C,HEH2
4,1385176,1385286,YDR461W,MFA1
4,1385524,1385766,YDR461C-A,CMI8
4,1386816,1388375,YDR463W,STP1
4,1388872,1393179,YDR464W,SPP41
4,1393336,1394574,YDR465C,RMT2
4,1398026,1398700,YDR468C,TLG1
4,1399015,1399542,YDR469W,SDC1
4,1399706,1401214,YDR470C,UGO1
4,1401770,1402564,YDR471W,RPL27B
4,1403322,1404173,YDR472W,TRS31
4,1404445,1405854,YDR473C,PRP3
4,1407464,1410094,YDR475C,JIP4
4,1410453,1411127,YDR476C,YDR476C
4,1412373,1414274,YDR477W,SNF1
4,1414575,1415171,YDR478W,SNM1
4,1415210,1416874,YDR479C,PEX29
4,1417399,1418370,YDR480W,DIG2
4,1418550,1420250,YDR481C,PHO8
4,1424820,1427207,YDR485C,VPS72
4,1429188,1430789,YDR488C,PAC11
4,1431012,1431896,YDR489W,SLD5
4,1431968,1434268,YDR490C,PKH1
4,1434500,1434991,YDR491C,IZH1
4,1434924,1435874,YDR492W,IZH1
4,1438115,1441150,YDR495C,VPS3
4,1441433,1443403,YDR496C,PUF6
4,1443713,1445467,YDR497C,ITR1
4,1445843,1446994,YDR498C,SEC20
4,1447830,1450073,YDR499W,LCD1
4,1450198,1450853,YDR500C,RPL37B
4,1451353,1452918,YDR501W,PLM2
4,1453310,1454464,YDR502C,SAM2
4,1455042,1455866,YDR503C,LPP1
4,1456311,1456694,YDR504C,SPG3
4,1456695,1459220,YDR505C,PSP1
4,1459728,1461554,YDR506C,GMC1
4,1462358,1465786,YDR507C,GIN4
4,1466453,1468444,YDR508C,GNP1
4,1468226,1468573,YDR509W,GNP1
4,1469400,1469705,YDR510W,SMT3
4,1469695,1469811,YDR510C-A,SMT3
4,1470017,1470418,YDR511W,SDH7
4,1470500,1471063,YDR512C,EMI1
4,1471017,1471448,YDR513W,GRX2
4,1471548,1472999,YDR514C,YDR514C
4,1473429,1474772,YDR515W,SLF1
4,1474974,1476476,YDR516C,EMI2
4,1477239,1478357,YDR517W,GRH1
4,1478608,1480161,YDR518W,EUG1
4,1483141,1483476,YDR521W,URC2
4,1483795,1485303,YDR522C,SPS2
4,1485566,1487038,YDR523C,SPS1
4,1487542,1488990,YDR524C,AGE1
4,1489403,1489492,YDR524W-C,YDR524W-C
4,1489598,1489798,YDR524C-B,YDR524C-B
4,1489905,1490234,YDR525W,API2
4,1490596,1490835,YDR525W-A,SNA2
4,1491075,1491545,YDR526C,RBA50
4,1491094,1492413,YDR527W,RBA50
4,1494586,1495857,YDR528W,HLR1
4,1496165,1496548,YDR529C,QCR7
4,1496791,1497768,YDR530C,APA2
4,1498232,1499335,YDR531W,CAB1
4,1499396,1500553,YDR532C,KRE28
4,1501447,1502160,YDR533C,HSP31
4,1503314,1504900,YDR534C,FIT1
4,1506606,1507362,YDR535C,STL1
4,1508005,1509714,YDR536W,STL1
4,1510856,1511461,YDR537C,PAD1
4,1510902,1511630,YDR538W,PAD1
4,1512094,1513605,YDR539W,FDC1
4,1517136,1517675,YDR540C,IRC4
4,1519664,1520698,YDR541C,YDR541C
4,1523249,1523611,YDR542W,PAU10
5,7230,7553,YEL073C,YEL073C
5,13720,14415,YEL072W,RMD6
5,16355,17845,YEL071W,DLD3
5,21537,23231,YEL069C,HXT13
5,25646,25978,YEL068C,YEL068C
5,26189,26776,YEL067C,YEL067C
5,26721,27206,YEL066W,HPA3
5,27657,29543,YEL065W,SIT1
5,29797,31239,YEL064C,AVT2
5,31694,33466,YEL063C,CAN1
5,34407,36254,YEL062W,NPR2
5,36535,39537,YEL061C,CIN8
5,40046,41953,YEL060C,PRB1
5,42400,42624,YEL059C-A,SOM1
5,42652,42960,YEL059W,HHY1
5,43252,44925,YEL058W,PCM1
5,45020,45721,YEL057C,SDD1
5,47168,48373,YEL056W,HAT2
5,48471,51539,YEL055C,POL5
5,52721,53218,YEL054C,RPL12A
5,52908,53255,YEL053W-A,RPL12A
5,53901,56102,YEL053C,MAK10
5,56571,58100,YEL052W,AFG1
5,58378,59148,YEL051W,VMA8
5,59549,59740,YEL050W-A,RML2
5,59670,60851,YEL050C,RML2
5,63728,64090,YEL049W,PAU2
5,64709,65167,YEL048C,TCA17
5,67629,68792,YEL046C,GLY1
5,69757,70257,YEL044W,IES6
5,70478,73348,YEL043W,GTA1
5,73771,75327,YEL042W,GDA1
5,75944,77431,YEL041W,YEF1
5,78053,79456,YEL040W,UTR2
5,79636,79977,YEL039C,CYC7
5,80462,81145,YEL038W,UTR4
5,81407,82603,YEL037C,RAD23
5,83050,84552,YEL036C,ANP1
5,85613,86215,YEL034C-A,HYP2
5,90258,93905,YEL031W,SPF1
5,94644,96578,YEL030W,ECM10
5,96858,97796,YEL029C,BUD16
5,98668,99129,YEL028W,YEL028W
5,100769,101251,YEL027W,VMA3
5,102581,106147,YEL025C,YEL025C
5,107260,107907,YEL024W,RIP1
5,108504,110552,YEL023C,YEL023C
5,111421,115800,YEL022W,GEA2
5,116167,116970,YEL021W,URA3
5,117183,117380,YEL020C-B,TIM9
5,118617,120299,YEL020C,PXP1
5,123657,124670,YEL017W,GTT3
5,124737,126218,YEL016C,NPP2
5,128825,130561,YEL013W,VAC8
5,131772,132551,YEL012W,UBC8
5,133120,135234,YEL011W,GLC3
5,136371,136778,YEL009C-A,YEL009C-A
5,138918,139763,YEL009C,GCN4
5,140512,140892,YEL008W,YEL008W
5,141892,143892,YEL007W,MIT1
5,144327,145334,YEL006W,YEA6
5,153520,155808,YER001W,MNN1
5,157736,159118,YER003C,PMI40
5,160550,162442,YER005W,YND1
5,162723,164285,YER006W,NUG1
5,164344,164661,YER006C-A,PAC2
5,164527,166083,YER007W,PAC2
5,167808,171818,YER008C,SEC3
5,172115,172492,YER009W,NTF2
5,172634,173338,YER010C,YER010C
5,175248,176012,YER011W,TIR1
5,177835,178431,YER012W,PRE1
5,178841,182278,YER013W,PRP22
5,182600,184219,YER014W,HEM14
5,184541,186775,YER015W,FAA2
5,188277,189311,YER016W,BIM1
5,189503,191788,YER017C,AFG3
5,191959,192624,YER018C,SPC25
5,192797,194230,YER019W,ISC1
5,194273,194539,YER019C-A,SBH2
5,195168,196517,YER020W,GPA2
5,196948,198519,YER021W,RPN3
5,198812,200875,YER022W,SRB4
5,201076,201936,YER023W,PRO3
5,202192,204963,YER024W,YAT2
5,205251,206834,YER025W,GCD11
5,207644,208474,YER026C,CHO1
5,208979,210232,YER027C,GAL83
5,210692,211876,YER028C,MIG3
5,212587,213177,YER029C,SMB1
5,213437,213898,YER030W,CHZ1
5,214076,214747,YER031C,YPT31
5,215063,217693,YER032W,FIR1
5,218057,221287,YER033C,ZRG8
5,221846,222403,YER034W,YER034W
5,222639,223076,YER035W,EDC2
5,223367,225199,YER036C,ARB1
5,225889,226854,YER037W,PHM8
5,226858,228252,YER038C,KRE29
5,228451,228831,YER038W-A,FMP49
5,229263,229481,YER039C-A,YER039C-A
5,229795,231987,YER040W,GLN3
5,232461,234740,YER041W,YEN1
5,235770,237119,YER043C,SAH1
5,237570,238016,YER044C,ERG28
5,238460,239774,YER044C-A,MEI4
5,240032,241501,YER045C,ACA1
5,243180,243611,YER046W,SPO73
5,243810,246503,YER047C,SAP1
5,246982,248157,YER048C,CAJ1
5,250718,251002,YER048W-A,ISD11
5,251728,253662,YER049W,TPA1
5,253971,254387,YER050C,RSM18
5,254656,256134,YER051W,JHD1
5,256375,257958,YER052C,HOM3
5,258737,259639,YER053C,PIC2
5,260933,261046,YER053C-A,YER053C-A
5,262052,263698,YER054C,GIP2
5,264892,265785,YER055C,HIS1
5,266512,268113,YER056C,FCY2
5,269423,270185,YER056C-A,RPL34A
5,270737,271126,YER057C,HMF1
5,271768,272091,YER058W,PET117
5,272624,273886,YER059W,PCL6
5,274567,276153,YER060W,FCY21
5,278298,279626,YER061C,CEM1
5,281710,282366,YER063W,THO1
5,282705,284222,YER064C,VHR2
5,285241,286914,YER065C,ICL1
5,290242,290799,YER066W,RRT13
5,293050,294813,YER068W,MOT2
5,295410,298001,YER069W,ARG56
5,298950,301616,YER070W,RNR1
5,306323,307196,YER074W,RPS24A
5,308413,311199,YER075C,PTP3
5,319902,320240,YER079C-A,AIM9
5,319963,321846,YER080W,AIM9
5,326174,327031,YER083C,GET2
5,327065,327451,YER084W,YER084W
5,330576,332306,YER087W,AIM10
5,332582,332830,YER087C-B,SBH1
5,333176,335188,YER088C,DOT6
5,335946,337340,YER089C,PTC2
5,339864,342167,YER091C,MET6
5,342390,342611,YER091C-A,IES5
5,343320,347612,YER093C,TSC11
5,347912,348400,YER093C-A,AIM11
5,348729,349346,YER094C,PUP3
5,351698,353236,YER096W,SHC1
5,355140,355469,YER097W,YNCE0018W
5,355466,357730,YER098W,UBP9
5,358105,359061,YER099C,PRS2
5,359562,360314,YER100W,UBC6
5,360502,361794,YER101C,AST2
5,362733,363702,YER102W,RPS8B
5,364589,366517,YER103W,SSA4
5,366802,367428,YER104W,RTT105
5,367838,372013,YER105C,NUP157
5,372326,373234,YER106W,MAM1
5,373448,374545,YER107C,GLE2
5,374394,374714,YER107W-A,GLE2
5,378762,382103,YER110C,KAP123
5,382595,385876,YER111C,SWI4
5,387232,387795,YER112W,LSM4
5,387932,390052,YER113C,TMN3
5,390590,393712,YER114C,BOI2
5,394292,394867,YER115C,SPR6
5,396769,397653,YER117W,RPL23B
5,397952,399055,YER118C,SHO1
5,399496,400842,YER119C,AVT6
5,401135,401869,YER120W,SCS2
5,402375,402719,YER121W,YER121W
5,402871,404352,YER122C,GLO3
5,404813,406387,YER123W,YCK3
5,407342,409063,YER124C,DSE1
5,410189,412618,YER125W,RSP5
5,413394,414179,YER126C,NSA2
5,414481,415554,YER127W,LCP5
5,415859,416470,YER128W,VFA1
5,417281,420709,YER129W,SAK1
5,421115,422446,YER130C,COM2
5,423591,424311,YER131W,RPS26B
5,425188,430449,YER132C,PMD1
5,432495,433958,YER133W,GLC7
5,437191,437532,YER133W-A,YER134C
5,437267,437803,YER134C,YER134C
5,437952,438344,YER135C,YER135C
5,439616,440971,YER136W,GDI1
5,441373,441819,YER137C,YER137C
5,449474,449578,YER138W-A,YER138W-A
5,450563,451243,YER139C,RTR1
5,453459,454919,YER141W,COX15
5,456319,457605,YER143W,DDI1
5,457806,460223,YER144C,UBP5
5,460526,461740,YER145C,FTR1
5,462968,464842,YER147C,SCC4
5,466185,466763,YER148W-A,PEA2
5,466208,467470,YER149C,PEA2
5,468370,468816,YER150W,SPI1
5,469686,472424,YER151C,UBP3
5,474041,474805,YER153C,PET122
5,475020,476228,YER154W,OXA1
5,476345,482848,YER155C,BEM2
5,483325,484341,YER156C,MYG1
5,484788,487193,YER157W,COG3
5,488857,490578,YER158C,YER158C
5,491487,491702,YER158W-A,BUR6
5,499347,500348,YER161C,SPT2
5,500630,502894,YER162C,RAD4
5,503084,503782,YER163C,GCG1
5,505392,509798,YER164W,CHD1
5,510373,512106,YER165W,PAB1
5,512744,517459,YER166W,DNF1
5,518216,520771,YER167W,BCK2
5,521029,522669,YER168C,CCA1
5,523369,525759,YER169W,RPH1
5,525974,526651,YER170W,ADK2
5,527082,529418,YER171W,RAD3
5,529530,536021,YER172C,BRR2
5,536275,536655,YER172C-A,RAD24
